epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
110,28348.8,0.62443,0.86137,0.4695,0.90965,0.66859,0.77522,0.73775,0.56469,0.66506,0.76855,0.73139,0.53057,0.75885,1.12315,0.62717,0.95869,0.00051156,0.00051156,0.00051156
111,28605.3,0.61041,0.84497,0.47293,0.90605,0.6269,0.78096,0.71827,0.54442,0.63587,0.7931,0.72052,0.51182,0.77452,1.1598,0.64152,0.96536,0.00050606,0.00050606,0.00050606
112,28862.1,0.61521,0.8478,0.47213,0.89773,0.68959,0.77761,0.75327,0.5663,0.73623,0.7259,0.75338,0.54346,0.77948,1.15693,0.62382,0.9737,0.000500561,0.000500561,0.000500561
113,29119,0.61506,0.85246,0.46402,0.8933,0.68888,0.74819,0.72947,0.55122,0.69125,0.75028,0.7338,0.5308,0.77423,1.16117,0.62173,0.96983,0.000495062,0.000495062,0.000495062
114,29375.7,0.62143,0.84665,0.46473,0.89406,0.66363,0.7453,0.71535,0.53745,0.66992,0.75175,0.71837,0.50587,0.7761,1.17199,0.63094,0.97441,0.000489562,0.000489562,0.000489562
115,29632.3,0.60783,0.82201,0.46111,0.89356,0.68835,0.79137,0.74559,0.57136,0.70825,0.78454,0.75052,0.54045,0.76262,1.13766,0.6007,0.96272,0.000484063,0.000484063,0.000484063
116,29889.1,0.58995,0.82779,0.42774,0.87747,0.70464,0.73655,0.7403,0.57642,0.70558,0.73792,0.73521,0.53968,0.75098,1.13463,0.60391,0.95771,0.000478563,0.000478563,0.000478563
117,30147.1,0.60756,0.81311,0.45959,0.88353,0.74611,0.71205,0.72899,0.55938,0.73358,0.72866,0.73132,0.52327,0.76801,1.18446,0.65047,0.97117,0.000473064,0.000473064,0.000473064
118,30403.7,0.59266,0.81583,0.45031,0.89109,0.73958,0.67942,0.72868,0.55701,0.73335,0.67351,0.72073,0.5219,0.76374,1.13119,0.65886,0.97392,0.000467564,0.000467564,0.000467564
119,30660.5,0.60393,0.84764,0.45665,0.88957,0.66541,0.74743,0.72283,0.55387,0.67052,0.75246,0.72745,0.52796,0.76018,1.16155,0.63386,0.96722,0.000462065,0.000462065,0.000462065
120,30917.5,0.58501,0.82387,0.41462,0.87478,0.70407,0.76496,0.7388,0.56562,0.70778,0.76955,0.7355,0.52799,0.77364,1.18612,0.62283,0.98114,0.000456565,0.000456565,0.000456565
121,31174.3,0.60331,0.81575,0.43206,0.89064,0.76734,0.69115,0.7332,0.56278,0.77323,0.69337,0.73397,0.5332,0.77041,1.17614,0.6352,0.97531,0.000451066,0.000451066,0.000451066
122,31431.9,0.58256,0.8064,0.42788,0.87803,0.70131,0.75734,0.7481,0.5767,0.70902,0.77137,0.74724,0.53946,0.76393,1.17994,0.59238,0.96496,0.000445567,0.000445567,0.000445567
123,31688.8,0.58478,0.8068,0.45506,0.88893,0.66305,0.7205,0.69869,0.53697,0.66724,0.71767,0.69593,0.50254,0.7676,1.18004,0.6348,0.97405,0.000440067,0.000440067,0.000440067
